,name,percent,class,category,produce,supply,img_url
140,라짜로니 알체르메스,21.0%,리큐르,,Lazzaroni,카보드,https://cdn.veluga.kr/files/supplier/undefined/drinks/449.%E1%84%8F%E1%85%A1%E1%84%87%E1%85%A9%E1%84%83%E1%85%B3_%E1%84%85%E1%85%A1%E1%84%8D%E1%85%A1%E1%84%85%E1%85%A9%E1%84%82%E1%85%B5-%E1%84%8B%E1%85%A1%E1%86%AF%E1%84%8E%E1%85%A6%E1%84%85%E1%85%B3%E1%84%86%E1%85%A6%E1%84%89%E1%85%B3.png
141,라짜로니 프라고리노,25.0%,리큐르,,Lazzaroni,카보드,https://cdn.veluga.kr/files/supplier/undefined/drinks/448.-%E1%84%8F%E1%85%A1%E1%84%87%E1%85%A9%E1%84%83%E1%85%B3_%E1%84%85%E1%85%A1%E1%84%8D%E1%85%A1%E1%84%85%E1%85%A9%E1%84%82%E1%85%B5-%E1%84%91%E1%85%B3%E1%84%85%E1%85%A1%E1%84%80%E1%85%A9%E1%84%85%E1%85%B5%E1%84%82%E1%85%A9.png
142,라짜로니 리몬치노,32.0%,리큐르,,Lazzaroni,카보드,https://cdn.veluga.kr/files/supplier/undefined/drinks/447.%E1%84%8F%E1%85%A1%E1%84%87%E1%85%A9%E1%84%83%E1%85%B3_%E1%84%85%E1%85%A1%E1%84%8D%E1%85%A1%E1%84%85%E1%85%A9%E1%84%82%E1%85%B5-%E1%84%85%E1%85%B5%E1%84%86%E1%85%A9%E1%86%AB%E1%84%8E%E1%85%B5%E1%84%82%E1%85%A9.png
143,라짜로니 삼부카,42.0%,리큐르,,Lazzaroni,카보드,https://cdn.veluga.kr/files/supplier/undefined/drinks/446.%E1%84%8F%E1%85%A1%E1%84%87%E1%85%A9%E1%84%83%E1%85%B3_%E1%84%85%E1%85%A1%E1%84%8D%E1%85%A1%E1%84%85%E1%85%A9%E1%84%82%E1%85%B5-%E1%84%89%E1%85%A1%E1%86%B7%E1%84%87%E1%85%AE%E1%84%8F%E1%85%A1.png
144,라짜로니 마라스치노,25.0%,리큐르,,Lazzaroni,카보드,https://cdn.veluga.kr/files/supplier/undefined/drinks/445.%E1%84%8F%E1%85%A1%E1%84%87%E1%85%A9%E1%84%83%E1%85%B3_%E1%84%85%E1%85%A1%E1%84%8D%E1%85%A1%E1%84%85%E1%85%A9%E1%84%82%E1%85%B5-%E1%84%86%E1%85%A1%E1%84%85%E1%85%A1%E1%84%89%E1%85%B3%E1%84%8E%E1%85%B5%E1%84%82%E1%85%A9.png
145,레헨다리오 엘리시르 데 쿠바,34.0%,리큐르,,Ron Legendario,레헨다리오,https://cdn.veluga.kr/files/supplier/undefined/drinks/1.%E1%84%85%E1%85%A6%E1%84%92%E1%85%A6%E1%86%AB%E1%84%83%E1%85%A1%E1%84%85%E1%85%B5%E1%84%8B%E1%85%A9_%E1%84%85%E1%85%A6%E1%84%92%E1%85%A6%E1%86%AB%E1%84%83%E1%85%A1%E1%84%85%E1%85%B5%E1%84%8B%E1%85%A9_%E1%84%8B%E1%85%A6%E1%86%AF%E1%84%85%E1%85%B5%E1%84%89%E1%85%B5%E1%84%85%E1%85%B3_%E1%84%83%E1%85%A6_%E1%84%8F%E1%85%AE%E1%84%87%E1%85%A1.png
146,타이쿠 시트러스 리큐어,17.0%,리큐르,,Tyku,펀드링크,https://cdn.veluga.kr/files/supplier/undefined/drinks/4.%E1%84%91%E1%85%A5%E1%86%AB%E1%84%83%E1%85%B3%E1%84%85%E1%85%B5%E1%86%BC%E1%84%8F%E1%85%B3_%E1%84%90%E1%85%A1%E1%84%8B%E1%85%B5%E1%84%8F%E1%85%AE_%E1%84%89%E1%85%B5%E1%84%90%E1%85%B3%E1%84%85%E1%85%A5%E1%84%89%E1%85%B3_%E1%84%85%E1%85%B5%E1%84%8F%E1%85%B2%E1%84%8B%E1%85%A5.png
147,아그와 디아블로,20.0%,리큐르,,Agwa,펀드링크,https://cdn.veluga.kr/files/supplier/undefined/drinks/3.%E1%84%91%E1%85%A5%E1%86%AB%E1%84%83%E1%85%B3%E1%84%85%E1%85%B5%E1%86%BC%E1%84%8F%E1%85%B3_%E1%84%8B%E1%85%A1%E1%84%80%E1%85%B3%E1%84%8B%E1%85%AA_%E1%84%83%E1%85%B5%E1%84%8B%E1%85%A1%E1%84%87%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A9.png
148,아그와 디 볼리비아,30.0%,리큐르,,Agwa,펀드링크,https://cdn.veluga.kr/files/supplier/undefined/drinks/2.%E1%84%91%E1%85%A5%E1%86%AB%E1%84%83%E1%85%B3%E1%84%85%E1%85%B5%E1%86%BC%E1%84%8F%E1%85%B3_%E1%84%8B%E1%85%A1%E1%84%80%E1%85%B3%E1%84%8B%E1%85%AA_%E1%84%83%E1%85%B5_%E1%84%87%E1%85%A9%E1%86%AF%E1%84%85%E1%85%B5%E1%84%87%E1%85%B5%E1%84%8B%E1%85%A1.png
149,로사 루미너스 화이트 퓨전,17.0%,리큐르,,Rosa Luminous,진케이스피리츠,https://cdn.veluga.kr/images/drink-fallback.png
150,카누카 루미너스,15.0%,리큐르,,La Huertana Distillery Ltd.,진케이스피리츠,https://cdn.veluga.kr/files/supplier/undefined/drinks/30.%E1%84%8C%E1%85%B5%E1%86%AB%E1%84%8F%E1%85%A6%E1%84%8B%E1%85%B5_%E1%84%8F%E1%85%A1%E1%84%82%E1%85%AE%E1%84%8F%E1%85%A1_%E1%84%85%E1%85%AE%E1%84%86%E1%85%B5%E1%84%82%E1%85%A5%E1%84%89%E1%85%B3.png
151,미러스 스위트 애플,17.0%,리큐르,,La Huertana Distillery Ltd.,진케이스피리츠,https://cdn.veluga.kr/images/drink-fallback.png
152,미러스 스위트 피치,17.0%,리큐르,,La Huertana Distillery Ltd.,진케이스피리츠,https://cdn.veluga.kr/files/supplier/undefined/drinks/27.%E1%84%8C%E1%85%B5%E1%86%AB%E1%84%8F%E1%85%A6%E1%84%8B%E1%85%B5_%E1%84%86%E1%85%B5%E1%84%85%E1%85%A5%E1%84%89%E1%85%B3_%E1%84%89%E1%85%B3%E1%84%8B%E1%85%B1%E1%84%90%E1%85%B3_%E1%84%91%E1%85%B5%E1%84%8E%E1%85%B5.png
153,미러스 멜론,17.0%,리큐르,,La Huertana Distillery Ltd.,진케이스피리츠,https://cdn.veluga.kr/files/supplier/undefined/drinks/26.%E1%84%8C%E1%85%B5%E1%86%AB%E1%84%8F%E1%85%A6%E1%84%8B%E1%85%B5_%E1%84%86%E1%85%B5%E1%84%85%E1%85%A5%E1%84%89%E1%85%B3_%E1%84%86%E1%85%A6%E1%86%AF%E1%84%85%E1%85%A9%E1%86%AB.png
154,미러스 카페,21.0%,리큐르,,La Huertana Distillery Ltd.,진케이스피리츠,https://cdn.veluga.kr/files/supplier/undefined/drinks/20.%E1%84%8C%E1%85%B5%E1%86%AB%E1%84%8F%E1%85%A6%E1%84%8B%E1%85%B5_%E1%84%86%E1%85%B5%E1%84%85%E1%85%A5%E1%84%89%E1%85%B3_%E1%84%8F%E1%85%A1%E1%84%91%E1%85%A6.png
155,로사 루미너스 핑크 퓨전,17.0%,리큐르,,Rosa Luminous,진케이스피리츠,https://cdn.veluga.kr/files/supplier/undefined/drinks/19.%E1%84%8C%E1%85%B5%E1%86%AB%E1%84%8F%E1%85%A6%E1%84%8B%E1%85%B5_%E1%84%85%E1%85%A9%E1%84%89%E1%85%A1_%E1%84%85%E1%85%AE%E1%84%86%E1%85%B5%E1%84%82%E1%85%A5%E1%84%89%E1%85%B3_%E1%84%91%E1%85%B5%E1%86%BC%E1%84%8F%E1%85%B3_%E1%84%91%E1%85%B2%E1%84%8C%E1%85%A5%E1%86%AB.png
156,지베리 우조,40.0%,리큐르,,Jivaeri Ouzo,비즈에프앤비코리아,https://cdn.veluga.kr/files/supplier/undefined/drinks/25.%E1%84%87%E1%85%B5%E1%84%8C%E1%85%B3%E1%84%8B%E1%85%A6%E1%84%91%E1%85%B3%E1%84%8B%E1%85%A2%E1%86%AB%E1%84%87%E1%85%B5_%E1%84%8C%E1%85%B5%E1%84%87%E1%85%A6%E1%84%85%E1%85%B5_%E1%84%8B%E1%85%AE%E1%84%8C%E1%85%A9.png
157,쉬넵스 피치,20.0%,리큐르,,Beveland,비즈에프앤비코리아,https://cdn.veluga.kr/files/supplier/undefined/drinks/24.%E1%84%87%E1%85%B5%E1%84%8C%E1%85%B3%E1%84%8B%E1%85%A6%E1%84%91%E1%85%B3%E1%84%8B%E1%85%A2%E1%86%AB%E1%84%87%E1%85%B5_%E1%84%89%E1%85%B1%E1%84%82%E1%85%A6%E1%86%B8%E1%84%89%E1%85%B3_%E1%84%91%E1%85%B5%E1%84%8E%E1%85%B5.png
158,쉬넵스 스트로베리,20.0%,리큐르,,Beveland,비즈에프앤비코리아,https://cdn.veluga.kr/files/supplier/undefined/drinks/23.%E1%84%87%E1%85%B5%E1%84%8C%E1%85%B3%E1%84%8B%E1%85%A6%E1%84%91%E1%85%B3%E1%84%8B%E1%85%A2%E1%86%AB%E1%84%87%E1%85%B5_%E1%84%89%E1%85%B1%E1%84%82%E1%85%A6%E1%86%B8%E1%84%89%E1%85%B3_%E1%84%89%E1%85%B3%E1%84%90%E1%85%B3%E1%84%85%E1%85%A9%E1%84%87%E1%85%A6%E1%84%85%E1%85%B5.png
159,뜨레스 솜브레로스 시트러스,25.0%,리큐르,,Beveland,비즈에프앤비코리아,https://cdn.veluga.kr/files/supplier/undefined/drinks/22.%E1%84%87%E1%85%B5%E1%84%8C%E1%85%B3%E1%84%8B%E1%85%A6%E1%84%91%E1%85%B3%E1%84%8B%E1%85%A2%E1%86%AB%E1%84%87%E1%85%B5_%E1%84%84%E1%85%B3%E1%84%85%E1%85%A6%E1%84%89%E1%85%B3_%E1%84%89%E1%85%A9%E1%86%B7%E1%84%87%E1%85%B3%E1%84%85%E1%85%A6%E1%84%85%E1%85%A9%E1%84%89%E1%85%B3_%E1%84%89%E1%85%B5%E1%84%90%E1%85%B3%E1%84%85%E1%85%A5%E1%84%89%E1%85%B3.png
160,플로리다쥬스/바띠다 데 코코,16.0%,리큐르,,Beveland,비즈에프앤비코리아,https://cdn.veluga.kr/files/supplier/undefined/drinks/21.%E1%84%87%E1%85%B5%E1%84%8C%E1%85%B3%E1%84%8B%E1%85%A6%E1%84%91%E1%85%B3%E1%84%8B%E1%85%A2%E1%86%AB%E1%84%87%E1%85%B5_%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A9%E1%84%85%E1%85%B5%E1%84%83%E1%85%A1%E1%84%8C%E1%85%B2%E1%84%89%E1%85%B3_%E1%84%87%E1%85%A1%E1%84%84%E1%85%B5%E1%84%83%E1%85%A1_%E1%84%83%E1%85%A6_%E1%84%8F%E1%85%A9%E1%84%8F%E1%85%A9.png
161,뜨레스 솜브레로스,25.0%,리큐르,,Beveland,비즈에프앤비코리아,https://cdn.veluga.kr/files/supplier/undefined/drinks/20.%E1%84%87%E1%85%B5%E1%84%8C%E1%85%B3%E1%84%8B%E1%85%A6%E1%84%91%E1%85%B3%E1%84%8B%E1%85%A2%E1%86%AB%E1%84%87%E1%85%B5_%E1%84%84%E1%85%B3%E1%84%85%E1%85%A6%E1%84%89%E1%85%B3_%E1%84%89%E1%85%A9%E1%86%B7%E1%84%87%E1%85%B3%E1%84%85%E1%85%A6%E1%84%85%E1%85%A9%E1%84%89%E1%85%B3.png
162,플로리다쥬스/피나콜라다,16.0%,리큐르,,Beveland,비즈에프앤비코리아,https://cdn.veluga.kr/files/supplier/undefined/drinks/19.%E1%84%87%E1%85%B5%E1%84%8C%E1%85%B3%E1%84%8B%E1%85%A6%E1%84%91%E1%85%B3%E1%84%8B%E1%85%A2%E1%86%AB%E1%84%87%E1%85%B5_%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A9%E1%84%85%E1%85%B5%E1%84%83%E1%85%A1%E1%84%8C%E1%85%B2%E1%84%89%E1%85%B3_%E1%84%91%E1%85%B5%E1%84%82%E1%85%A1%E1%84%8F%E1%85%A9%E1%86%AF%E1%84%85%E1%85%A1%E1%84%83%E1%85%A1.png
163,쉬넵스 그린 애플,20.0%,리큐르,,Beveland,비즈에프앤비코리아,https://cdn.veluga.kr/files/supplier/undefined/drinks/18.%E1%84%87%E1%85%B5%E1%84%8C%E1%85%B3%E1%84%8B%E1%85%A6%E1%84%91%E1%85%B3%E1%84%8B%E1%85%A2%E1%86%AB%E1%84%87%E1%85%B5_%E1%84%89%E1%85%B1%E1%84%82%E1%85%A6%E1%86%B8%E1%84%89%E1%85%B3_%E1%84%80%E1%85%B3%E1%84%85%E1%85%B5%E1%86%AB_%E1%84%8B%E1%85%A2%E1%84%91%E1%85%B3%E1%86%AF.png
164,포에버 트리플섹,16.9%,리큐르,,Slaur,비즈에프앤비코리아,https://cdn.veluga.kr/images/drink-fallback.png
165,미스터블랙 커피리큐르,27.0%,리큐르,,MR.BLACK ROASTERS & DISTILLERS,유픽,https://cdn.veluga.kr/files/supplier/undefined/drinks/35.%E1%84%8B%E1%85%B2%E1%84%91%E1%85%B5%E1%86%A8_%E1%84%86%E1%85%B5%E1%84%89%E1%85%B3%E1%84%90%E1%85%A5%E1%84%87%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A2%E1%86%A8_%E1%84%8F%E1%85%A5%E1%84%91%E1%85%B5%E1%84%85%E1%85%B5%E1%84%8F%E1%85%B2%E1%84%85%E1%85%B3.png
166,샴보드,16.5%,리큐르,,Chambord & Cie,브라운포맨코리아,https://cdn.veluga.kr/files/supplier/undefined/drinks/25.%E1%84%87%E1%85%B3%E1%84%85%E1%85%A1%E1%84%8B%E1%85%AE%E1%86%AB%E1%84%91%E1%85%A9%E1%84%86%E1%85%A2%E1%86%AB_%E1%84%89%E1%85%A3%E1%86%B7%E1%84%87%E1%85%A9%E1%84%83%E1%85%B3.png
167,드람브이,40.0%,리큐르,,The Drambuie Liqueur Co.Ltd.,윌리엄그랜트앤선즈코리아,https://cdn.veluga.kr/files/supplier/undefined/drinks/33.%E1%84%8B%E1%85%B1%E1%86%AF%E1%84%85%E1%85%B5%E1%84%8B%E1%85%A5%E1%86%B7%E1%84%80%E1%85%B3%E1%84%85%E1%85%A2%E1%86%AB%E1%84%90%E1%85%B3_%E1%84%83%E1%85%B3%E1%84%85%E1%85%A1%E1%86%B7%E1%84%87%E1%85%B3%E1%84%8B%E1%85%B5.png
168,마리브리자드 그랑드 오렌지,40.0%,리큐르,,MARIE BRIZARD,벨베다코리아,https://cdn.veluga.kr/files/supplier/undefined/drinks/30._%E1%84%87%E1%85%A6%E1%86%AF%E1%84%87%E1%85%A6%E1%84%83%E1%85%A1%E1%84%8F%E1%85%A9%E1%84%85%E1%85%B5%E1%84%8B%E1%85%A1_%E1%84%86%E1%85%A1%E1%84%85%E1%85%B5%E1%84%87%E1%85%B3%E1%84%85%E1%85%B5%E1%84%8C%E1%85%A1%E1%84%83%E1%85%B3_%E1%84%80%E1%85%B3%E1%84%85%E1%85%A1%E1%86%BC%E1%84%83%E1%85%B3_%E1%84%8B%E1%85%A9%E1%84%85%E1%85%A6%E1%86%AB%E1%84%8C%E1%85%B5.png
169,마리브리자드 시나몬,30.0%,리큐르,,MARIE BRIZARD,벨베다코리아,https://cdn.veluga.kr/files/supplier/undefined/drinks/29._%E1%84%87%E1%85%A6%E1%86%AF%E1%84%87%E1%85%A6%E1%84%83%E1%85%A1%E1%84%8F%E1%85%A9%E1%84%85%E1%85%B5%E1%84%8B%E1%85%A1_%E1%84%86%E1%85%A1%E1%84%85%E1%85%B5%E1%84%87%E1%85%B3%E1%84%85%E1%85%B5%E1%84%8C%E1%85%A1%E1%84%83%E1%85%B3_%E1%84%89%E1%85%B5%E1%84%82%E1%85%A1%E1%84%86%E1%85%A9%E1%86%AB.png
170,마리브리자드 로즈마리,30.0%,리큐르,,MARIE BRIZARD,벨베다코리아,https://cdn.veluga.kr/files/supplier/undefined/drinks/28._%E1%84%87%E1%85%A6%E1%86%AF%E1%84%87%E1%85%A6%E1%84%83%E1%85%A1%E1%84%8F%E1%85%A9%E1%84%85%E1%85%B5%E1%84%8B%E1%85%A1_%E1%84%86%E1%85%A1%E1%84%85%E1%85%B5%E1%84%87%E1%85%B3%E1%84%85%E1%85%B5%E1%84%8C%E1%85%A1%E1%84%83%E1%85%B3_%E1%84%85%E1%85%A9%E1%84%8C%E1%85%B3%E1%84%86%E1%85%A1%E1%84%85%E1%85%B5.png
171,마리브리자드 스파이시믹스,30.0%,리큐르,,MARIE BRIZARD,벨베다코리아,https://cdn.veluga.kr/files/supplier/undefined/drinks/27._%E1%84%87%E1%85%A6%E1%86%AF%E1%84%87%E1%85%A6%E1%84%83%E1%85%A1%E1%84%8F%E1%85%A9%E1%84%85%E1%85%B5%E1%84%8B%E1%85%A1_%E1%84%86%E1%85%A1%E1%84%85%E1%85%B5%E1%84%87%E1%85%B3%E1%84%85%E1%85%B5%E1%84%8C%E1%85%A1%E1%84%83%E1%85%B3_%E1%84%89%E1%85%B3%E1%84%91%E1%85%A1%E1%84%8B%E1%85%B5%E1%84%89%E1%85%B5%E1%84%86%E1%85%B5%E1%86%A8%E1%84%89%E1%85%B3.png
172,마리브리자드 티,30.0%,리큐르,,MARIE BRIZARD,벨베다코리아,https://cdn.veluga.kr/files/supplier/undefined/drinks/26._%E1%84%87%E1%85%A6%E1%86%AF%E1%84%87%E1%85%A6%E1%84%83%E1%85%A1%E1%84%8F%E1%85%A9%E1%84%85%E1%85%B5%E1%84%8B%E1%85%A1_%E1%84%86%E1%85%A1%E1%84%85%E1%85%B5%E1%84%87%E1%85%B3%E1%84%85%E1%85%B5%E1%84%8C%E1%85%A1%E1%84%83%E1%85%B3_%E1%84%90%E1%85%B5.png
173,마리브리자드 코코넛 블러,20.0%,리큐르,,MARIE BRIZARD,벨베다코리아,https://cdn.veluga.kr/files/supplier/undefined/drinks/25._%E1%84%87%E1%85%A6%E1%86%AF%E1%84%87%E1%85%A6%E1%84%83%E1%85%A1%E1%84%8F%E1%85%A9%E1%84%85%E1%85%B5%E1%84%8B%E1%85%A1_%E1%84%86%E1%85%A1%E1%84%85%E1%85%B5%E1%84%87%E1%85%B3%E1%84%85%E1%85%B5%E1%84%8C%E1%85%A1%E1%84%83%E1%85%B3_%E1%84%8F%E1%85%A9%E1%84%8F%E1%85%A9%E1%84%82%E1%85%A5%E1%86%BA_%E1%84%87%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5.png
174,마리브리자드 피치 샷,17.0%,리큐르,,MARIE BRIZARD,벨베다코리아,https://cdn.veluga.kr/files/supplier/undefined/drinks/24._%E1%84%87%E1%85%A6%E1%86%AF%E1%84%87%E1%85%A6%E1%84%83%E1%85%A1%E1%84%8F%E1%85%A9%E1%84%85%E1%85%B5%E1%84%8B%E1%85%A1_%E1%84%86%E1%85%A1%E1%84%85%E1%85%B5%E1%84%87%E1%85%B3%E1%84%85%E1%85%B5%E1%84%8C%E1%85%A1%E1%84%83%E1%85%B3_%E1%84%91%E1%85%B5%E1%84%8E%E1%85%B5_%E1%84%89%E1%85%A3%E1%86%BA.png
175,마리브리자드 워터멜론 샷,17.0%,리큐르,,MARIE BRIZARD,벨베다코리아,https://cdn.veluga.kr/files/supplier/undefined/drinks/23._%E1%84%87%E1%85%A6%E1%86%AF%E1%84%87%E1%85%A6%E1%84%83%E1%85%A1%E1%84%8F%E1%85%A9%E1%84%85%E1%85%B5%E1%84%8B%E1%85%A1_%E1%84%86%E1%85%A1%E1%84%85%E1%85%B5%E1%84%87%E1%85%B3%E1%84%85%E1%85%B5%E1%84%8C%E1%85%A1%E1%84%83%E1%85%B3_%E1%84%8B%E1%85%AF%E1%84%90%E1%85%A5%E1%84%86%E1%85%A6%E1%86%AF%E1%84%85%E1%85%A9%E1%86%AB_%E1%84%89%E1%85%A3%E1%86%BA.png
176,마리브리자드 코코넛 샷,17.0%,리큐르,,MARIE BRIZARD,벨베다코리아,https://cdn.veluga.kr/files/supplier/undefined/drinks/22._%E1%84%87%E1%85%A6%E1%86%AF%E1%84%87%E1%85%A6%E1%84%83%E1%85%A1%E1%84%8F%E1%85%A9%E1%84%85%E1%85%B5%E1%84%8B%E1%85%A1_%E1%84%86%E1%85%A1%E1%84%85%E1%85%B5%E1%84%87%E1%85%B3%E1%84%85%E1%85%B5%E1%84%8C%E1%85%A1%E1%84%83%E1%85%B3_%E1%84%8F%E1%85%A9%E1%84%8F%E1%85%A9%E1%84%82%E1%85%A5%E1%86%BA_%E1%84%89%E1%85%A3%E1%86%BA.png
177,마리브리자드 그린 메론,17.0%,리큐르,,MARIE BRIZARD,벨베다코리아,https://cdn.veluga.kr/files/supplier/undefined/drinks/21._%E1%84%87%E1%85%A6%E1%86%AF%E1%84%87%E1%85%A6%E1%84%83%E1%85%A1%E1%84%8F%E1%85%A9%E1%84%85%E1%85%B5%E1%84%8B%E1%85%A1_%E1%84%86%E1%85%A1%E1%84%85%E1%85%B5%E1%84%87%E1%85%B3%E1%84%85%E1%85%B5%E1%84%8C%E1%85%A1%E1%84%83%E1%85%B3_%E1%84%80%E1%85%B3%E1%84%85%E1%85%B5%E1%86%AB_%E1%84%86%E1%85%A6%E1%84%85%E1%85%A9%E1%86%AB.png
178,마리브리자드 파이니스 오렌지,40.0%,리큐르,,MARIE BRIZARD,벨베다코리아,https://cdn.veluga.kr/files/supplier/undefined/drinks/20._%E1%84%87%E1%85%A6%E1%86%AF%E1%84%87%E1%85%A6%E1%84%83%E1%85%A1%E1%84%8F%E1%85%A9%E1%84%85%E1%85%B5%E1%84%8B%E1%85%A1_%E1%84%86%E1%85%A1%E1%84%85%E1%85%B5%E1%84%87%E1%85%B3%E1%84%85%E1%85%B5%E1%84%8C%E1%85%A1%E1%84%83%E1%85%B3_%E1%84%91%E1%85%A1%E1%84%8B%E1%85%B5%E1%84%82%E1%85%B5%E1%84%89%E1%85%B3_%E1%84%8B%E1%85%A9%E1%84%85%E1%85%A6%E1%86%AB%E1%84%8C%E1%85%B5.png
179,마리브리자드 아니스,25.0%,리큐르,,MARIE BRIZARD,벨베다코리아,https://cdn.veluga.kr/files/supplier/undefined/drinks/19._%E1%84%87%E1%85%A6%E1%86%AF%E1%84%87%E1%85%A6%E1%84%83%E1%85%A1%E1%84%8F%E1%85%A9%E1%84%85%E1%85%B5%E1%84%8B%E1%85%A1_%E1%84%86%E1%85%A1%E1%84%85%E1%85%B5%E1%84%87%E1%85%B3%E1%84%85%E1%85%B5%E1%84%8C%E1%85%A1%E1%84%83%E1%85%B3_%E1%84%8B%E1%85%A1%E1%84%82%E1%85%B5%E1%84%89%E1%85%B3.png
180,마리브리자드 파르페 아모르,25.0%,리큐르,,MARIE BRIZARD,벨베다코리아,https://cdn.veluga.kr/files/supplier/undefined/drinks/18._%E1%84%87%E1%85%A6%E1%86%AF%E1%84%87%E1%85%A6%E1%84%83%E1%85%A1%E1%84%8F%E1%85%A9%E1%84%85%E1%85%B5%E1%84%8B%E1%85%A1_%E1%84%86%E1%85%A1%E1%84%85%E1%85%B5%E1%84%87%E1%85%B3%E1%84%85%E1%85%B5%E1%84%8C%E1%85%A1%E1%84%83%E1%85%B3_%E1%84%91%E1%85%A1%E1%84%85%E1%85%B3%E1%84%91%E1%85%A6_%E1%84%8B%E1%85%A1%E1%84%86%E1%85%A9%E1%84%85%E1%85%B3.png
181,마리브리자드 졸리체리,24.0%,리큐르,,MARIE BRIZARD,벨베다코리아,https://cdn.veluga.kr/files/supplier/undefined/drinks/17._%E1%84%87%E1%85%A6%E1%86%AF%E1%84%87%E1%85%A6%E1%84%83%E1%85%A1%E1%84%8F%E1%85%A9%E1%84%85%E1%85%B5%E1%84%8B%E1%85%A1_%E1%84%86%E1%85%A1%E1%84%85%E1%85%B5%E1%84%87%E1%85%B3%E1%84%85%E1%85%B5%E1%84%8C%E1%85%A1%E1%84%83%E1%85%B3_%E1%84%8C%E1%85%A9%E1%86%AF%E1%84%85%E1%85%B5%E1%84%8E%E1%85%A6%E1%84%85%E1%85%B5.png
182,마리브리자드 에프리코트,20.0%,리큐르,,MARIE BRIZARD,벨베다코리아,https://cdn.veluga.kr/files/supplier/undefined/drinks/16._%E1%84%87%E1%85%A6%E1%86%AF%E1%84%87%E1%85%A6%E1%84%83%E1%85%A1%E1%84%8F%E1%85%A9%E1%84%85%E1%85%B5%E1%84%8B%E1%85%A1_%E1%84%86%E1%85%A1%E1%84%85%E1%85%B5%E1%84%87%E1%85%B3%E1%84%85%E1%85%B5%E1%84%8C%E1%85%A1%E1%84%83%E1%85%B3_%E1%84%8B%E1%85%A6%E1%84%91%E1%85%B3%E1%84%85%E1%85%B5%E1%84%8F%E1%85%A9%E1%84%90%E1%85%B3.png
183,마리브리자드 엘더플라워,20.0%,리큐르,,MARIE BRIZARD,벨베다코리아,https://cdn.veluga.kr/files/supplier/undefined/drinks/15._%E1%84%87%E1%85%A6%E1%86%AF%E1%84%87%E1%85%A6%E1%84%83%E1%85%A1%E1%84%8F%E1%85%A9%E1%84%85%E1%85%B5%E1%84%8B%E1%85%A1_%E1%84%86%E1%85%A1%E1%84%85%E1%85%B5%E1%84%87%E1%85%B3%E1%84%85%E1%85%B5%E1%84%8C%E1%85%A1%E1%84%83%E1%85%B3_%E1%84%8B%E1%85%A6%E1%86%AF%E1%84%83%E1%85%A5%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A1%E1%84%8B%E1%85%AF.png
184,마리브리자드 바나나,25.0%,리큐르,,MARIE BRIZARD,벨베다코리아,https://cdn.veluga.kr/files/supplier/undefined/drinks/14._%E1%84%87%E1%85%A6%E1%86%AF%E1%84%87%E1%85%A6%E1%84%83%E1%85%A1%E1%84%8F%E1%85%A9%E1%84%85%E1%85%B5%E1%84%8B%E1%85%A1_%E1%84%86%E1%85%A1%E1%84%85%E1%85%B5%E1%84%87%E1%85%B3%E1%84%85%E1%85%B5%E1%84%8C%E1%85%A1%E1%84%83%E1%85%B3_%E1%84%87%E1%85%A1%E1%84%82%E1%85%A1%E1%84%82%E1%85%A1.png
185,마리브리자드 블루 큐라소,25.0%,리큐르,,MARIE BRIZARD,벨베다코리아,https://cdn.veluga.kr/files/supplier/undefined/drinks/13._%E1%84%87%E1%85%A6%E1%86%AF%E1%84%87%E1%85%A6%E1%84%83%E1%85%A1%E1%84%8F%E1%85%A9%E1%84%85%E1%85%B5%E1%84%8B%E1%85%A1_%E1%84%86%E1%85%A1%E1%84%85%E1%85%B5%E1%84%87%E1%85%B3%E1%84%85%E1%85%B5%E1%84%8C%E1%85%A1%E1%84%83%E1%85%B3_%E1%84%87%E1%85%B3%E1%86%AF%E1%84%85%E1%85%AE_%E1%84%8F%E1%85%B2%E1%84%85%E1%85%A1%E1%84%89%E1%85%A9.png
186,마리브리자드 트리플섹,23.0%,리큐르,,MARIE BRIZARD,벨베다코리아,https://cdn.veluga.kr/files/supplier/undefined/drinks/12._%E1%84%87%E1%85%A6%E1%86%AF%E1%84%87%E1%85%A6%E1%84%83%E1%85%A1%E1%84%8F%E1%85%A9%E1%84%85%E1%85%B5%E1%84%8B%E1%85%A1_%E1%84%86%E1%85%A1%E1%84%85%E1%85%B5%E1%84%87%E1%85%B3%E1%84%85%E1%85%B5%E1%84%8C%E1%85%A1%E1%84%83%E1%85%B3_%E1%84%90%E1%85%B3%E1%84%85%E1%85%B5%E1%84%91%E1%85%B3%E1%86%AF%E1%84%89%E1%85%A6%E1%86%A8.png
